sum.taxonomy	K0526_B2	K0526_C3	K0526_G5	K0527_A1	K0527_B2	K0527_C3	K0527_E4	K0527_K6	K0527_L7	K0527_T9	K0528_A1	K0528_E4	K0528_G5	K0528_K6	K0528_T9	K0529_A1	K0529_B2	K0529_C3	K0529_G5	K0529_K6	K0529_L7	K0529_M8	K0529_T9	K0530_A1	K0530_B2	K0530_C3	K0530_E4	K0530_K6	K0530_L7	K0530_M8	K0539_L7	K0585_T9	K0593_A1	K0593_C3	K0593_E4	K0593_G5	K0593_L7	K0593_T9	K0594_A1	K0594_E4	K0594_L7	K0594_T9	K0595_A1	K0595_B2	K0595_G5	K0595_L7	K0595_M8	K0595_T9	K0596_B2	K0596_C3	K0596_E4	K0596_G5	K0596_L7	K0596_T9	K0597_E4	K0597_K6	K0597_L7	K0597_M8	K0597_T9	K0599_A1	K0599_E4	K0599_G5	K0599_K6	K0599_L7	K0599_M8	K0599_T9	K0672_A1	K0672_B2	K0672_C3	K0672_G5	K0672_T9	K0673_A1	K0673_G5	K0674_E4	K0674_G5	K0674_M8	K0676_B2	K0676_M8	K0676_T9	K0677_A1	K0677_B2	K0677_E4	K0677_L7	K0678_B2	K0678_E4	K0678_K6	K0678_L7	K0679_B2	K0679_M8	K0701_C3	K0593_K6	K0593_M8	K0595_K6	K0596_K6	K0597_C3	POUR_1	POUR_12	POUR_13	POUR_14	POUR_145	POUR_146	POUR_16	POUR_17	POUR_18	POUR_19	POUR_2	POUR_20	POUR_21	POUR_22	POUR_23	POUR_24	POUR_25	POUR_26	POUR_27	POUR_28	POUR_29	POUR_3	POUR_30	POUR_31	POUR_32	POUR_33	POUR_34	POUR_35	POUR_36	POUR_37	POUR_38	POUR_39	POUR_4	POUR_40	POUR_41	POUR_42	POUR_43	POUR_44	POUR_45	POUR_46	POUR_48	POUR_49	POUR_5	POUR_6	POUR_7	POUR_8	POUR_9
Arthropoda;Arachnida;Sarcoptiformes;Lohmanniidae;Lohmannia;Lohmannia banksi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Arachnida;Sarcoptiformes;Oppiidae;Dissorhina;Dissorhina ornata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Arachnida;Sarcoptiformes;unknown;unknown;unknown	0	5	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	95	0	10	26	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	107	59	11	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	540	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Arachnida;Trombidiformes;Teutoniidae;Teutonia;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Arachnida;Trombidiformes;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Arachnida;unknown;unknown;unknown;unknown	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	91	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pleuroxus;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	453	0	155	20	0	53	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Branchiopoda;Diplostraca;Chydoridae;unknown;unknown	0	0	0	109	0	3	0	84	0	195	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	1	0	0	505	0	3	0	0	0	0	0	0	0	0	0	23	14	0	0	0	0	0	0	124	0	0	0	33	0	28	0	12	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	31	0	0	0	49	0	0	80	16	5	0	183	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	0	0	0	947	0	75	0	0	0	0	0	0	0	0	0	0	0	2	0
Arthropoda;Branchiopoda;Diplostraca;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Collembola;Entomobryomorpha;Isotomidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Collembola;Entomobryomorpha;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Collembola;Poduromorpha;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Collembola;Symphypleona;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697	354	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;Eucyclops;unknown	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	78	0	0	0	0	0	0	2677	0	0	0	0	0	371	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	50	0	21	57	0	0	0	0	0	0	0	0	34	125	0	0	0	0	40	54	0	0	0	0	9	0	0	0	182	113	2	0	0	16	0	0	0	0	0	0	3	0	56	0	22	0	0	0	17	0	0	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	64	15	2253	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;unknown;unknown	8	0	0	21	0	17	0	276	0	633	0	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	740	10	0	2	13	1	6	0	0	2	0	0	0	2	0	0	0	41	259	0	23	102	223	0	214	4	12	105	0	23	0	34	50	0	0	61	135	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Hexanauplia;Cyclopoida;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Zausodes;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Hexanauplia;Harpacticoida;Nannopodidae;Nannopus;unknown	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Hexanauplia;Harpacticoida;Parastenocarididae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Hexanauplia;Harpacticoida;Thalestridae;Eudactylopus;Eudactylopus sp. New Caledonia-RJH-2007	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Hexanauplia;Harpacticoida;unknown;unknown;unknown	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	23	320	163	14	0	7	8	14	0	14	0	443	99	505	10	1411	0	0	0	20	128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	43	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
Arthropoda;Hexanauplia;unknown;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	58	0	0	0	0	0	0	0	0	7	633	0	0	5	0	0	133	0	0	0	29	0	43	0	20	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	68	16	0	7	0	0	0	0	0	0	0	0	80	0	14	0	0	1463	240	46	0	0	0	4	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Arthropoda;Insecta;Coleoptera;Dryopidae;Helichus;Helichus sp. BT0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Coleoptera;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Asilidae;unknown;unknown	0	2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4557	0	100	0	0	0	0	0	0	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Ceratopogonidae;Culicoides;Culicoides imicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	29	0	0	0	0	0	0	286	0	0	0	0	0	0	29	0	0	0	8	0	5301	0	45	0	0	0	6	0	0	3	0	5	0	0	0	0	0	310	131	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Ceratopogonidae;Culicoides;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	65	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia rhamphe	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	5	593	0	0	0	0	0	0	0	52	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	44	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus tepperi	0	0	0	9	0	2518	0	861	0	30	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	308	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	415	0	64	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4769	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;unknown	0	0	0	11	0	1	0	0	0	1626	0	0	0	0	0	0	0	18	0	0	42	0	207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	69	0	67	10	81	0	31	511	107	45	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;Tanytarsus sp. ent10	0	117	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	56	289	0	0	0	0	12	0	0	0	0	0	64	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	24	0	0	0	0	0	5	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Chironomidae;unknown;unknown	9	503	0	0	0	3825	0	859	0	0	0	0	0	0	0	0	1076	0	139	0	6	606	1372	0	0	0	0	0	0	0	4512	0	90	0	2791	17	0	2113	0	128	150	242	0	0	0	0	290	0	0	0	2532	0	93	173	1757	19	317	83	0	63	0	499	0	0	0	0	0	368	306	0	0	0	0	90	3	0	21	0	555	317	0	0	0	972	19	0	0	0	1408	0	0	0	0	0	0	0	3	1	0	145	0	0	0	6	0	0	0	0	0	11	4	4	0	0	0	85	0	0	0	0	0	6	1210	0	0	6	0	0	0	0	38	0	29	0	5	0	0	0	0	0	7	0
Arthropoda;Insecta;Diptera;Dolichopodidae;Chrysotus;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Psychodidae;Psychoda;Psychoda alternata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Psychodidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Tachinidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;Tipulidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Diptera;unknown;unknown;unknown	0	101	18	0	0	0	0	0	0	0	0	0	0	0	0	377	0	255	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	498	2552	0	9936	0	0	0	0	0	0	0	0	0	0	5	0	0	0	61	0	0	0	0	1	0	0	0	0	0	0	0	122	0	0	0	0	18	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda;Insecta;Ephemeroptera;Baetidae;unknown;unknown	0	305	0	0	0	14	0	0	0	5	0	0	0	0	0	0	41	0	0	0	0	72	0	2	0	0	0	0	0	0	32	0	38	0	9	39	0	35	5	0	35	14	0	0	0	0	23	0	103	0	282	0	455	40	0	50	127	0	0	24	295	0	14	0	36	0	0	10	7	0	9	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	15	55	0	0	0	0	14203	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	32	96	4	0	0	0	0	0	0	32	11	440	0	0	0	0	0	0	0	4	0
Arthropoda;Insecta;Ephemeroptera;Leptohyphidae;unknown;unknown	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
